Name,Polygon_Unit_ID,Sampling_Unit,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Lat,Long,Date,Time,Scale,source,photo,brightness
pptkmf.002-,Vons_Lot,polygon,impervious,paved,parking_lot,seal-crete,new,paved,ASPHALT_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00705.jpg,968.694
asphalt_sports_field_n1_X1418_Y353,asphalt_sports_field_n1,polygon,impervious,paved,asphalt,sports_field,mountain_view,paved,ASPHALT_PARKING_LOT,34.454761,-119.81652,2011_07_11026,2143,7_5m,AVIRIS_r22,na,985.795
asphalt_sports_field_n1_X1421_Y352,asphalt_sports_field_n1,polygon,impervious,paved,asphalt,sports_field,mountain_view,paved,ASPHALT_PARKING_LOT,34.454825,-119.81635,2011_07_11022,2143,7_5m,AVIRIS_r22,na,986.085
asphalt_sports_field_n1_X1418_Y352,asphalt_sports_field_n1,polygon,impervious,paved,asphalt,sports_field,mountain_view,paved,ASPHALT_PARKING_LOT,34.454831,-119.8166,2011_07_11019,2143,7_5m,AVIRIS_r22,na,989.853
rbmeyg.002-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1008.46
asphalt_road_surface_1_X2263_Y531,asphalt_road_surface_1,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.432915,-119.74678,2011_07_19,2130,7_5m,AVIRIS_r21,na,1013.98
spaemg.002-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1015.85
rpaemm.011-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1019.54
asphalt_road_surface_2_X2486_Y606,asphalt_road_surface_2,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.427365,-119.7288,2011_07_19,2130,7_5m,AVIRIS_r21,na,1029.41
rpaemm.002-,Fairview_CalleReal,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4417,-119.8306,2001_05_29,18,field,asd,none,1033.93
rpakye.022-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1037.09
rpakye.020-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1051.34
rpaemm.001-,Fairview_CalleReal,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4417,-119.8306,2001_05_29,18,field,asd,none,1079.02
rpaemg.025-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1096.69
rpakye.021-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1100.03
rpaeye.006-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1112.25
asphalt_road_surface_1_X2265_Y530,asphalt_road_surface_1,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.432978,-119.74661,2011_07_19,2130,7_5m,AVIRIS_r21,na,1114.02
spaemg.001-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1115.91
rpaemg.026-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1117.71
asphalt_road_ward_memorial_5_X1406_Y495,asphalt_road_ward_memorial_5,polygon,impervious,paved,road,asphalt,ward_memorial,paved,ASPHALT_ROAD,34.437186,-119.81653,2011_07_19,2130,7_5m,AVIRIS_r21,na,1118.63
rpaemg.023-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1121.62
rpaemm.014-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1131.76
rpaeye.008-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1140.12
rpaemm.017-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1143.64
rpaeye.007-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1153.49
rpaemg.027-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1155.82
rpaemg.024-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1161.5
rpakye.016-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1161.77
rpakye.017-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1177.42
rpaemm.016-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1191.68
rpaeyg.006-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1193.64
rpakye.018-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1201.41
rpaeyg.002-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00733.jpg,1201.89
rpaeyg.007-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1202.89
rpaeye.001-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1209.12
rpaeyg.010-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1214.12
rpaeye.002-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,1225.57
rpaeyg.011-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1229.84
rpaeyg.009-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1231.11
rpaeyg.008-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1247.57
rpaeof.005-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1248.39
rpaeyg.003-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00733.jpg,1257.93
rpakye.019-,Butte_Alameda,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1265.56
rpaemg.007-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1266.94
rpaeyg.012-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1271.38
asphalt_road_surface_2_X2482_Y605,asphalt_road_surface_2,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.427441,-119.72912,2011_07_19,2130,7_5m,AVIRIS_r21,na,1274.35
rpaeyg.004-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00733.jpg,1274.62
rpaeof.004-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1301.68
rpaeof.003-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1304.01
rpaeyg.005-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00733.jpg,1308.44
rpaeof.010-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1311.36
rpaeof.011-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1337.54
rpaeof.012-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1339.07
rpaeof.008-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1374.74
rpaeof.009-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1401.85
rpaeof.001-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1405.67
rpaemg.006-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1411.86
rpaeof.007-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1421.15
rpaemm.012-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1465.37
rpaeyg.001-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00733.jpg,1468.31
rpaeof.002-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,1480.63
rpaemm.015-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1487.69
asphalt_rd_n1_X1645_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451443,-119.7982,2011_07_11080,2143,7_5m,AVIRIS_r22,na,1495.46
rpaeop.010-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1502.64
rpaemm.013-,Constance_State,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,1503.55
rpaemg.022-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1522.12
rpaemg.011-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1545.67
rpaemg.013-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1549.86
rpaemg.021-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1556.9
rpaemg.012-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1583.72
asphalt_rd_n1_X1644_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451446,-119.79828,2011_07_11079,2143,7_5m,AVIRIS_r22,na,1588.23
rpaemg.008-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1589.77
asphalt_rd_n1_X1634_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451467,-119.7991,2011_07_11069,2143,7_5m,AVIRIS_r22,na,1604.99
asphalt_rd_n1_X1639_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451456,-119.79869,2011_07_11074,2143,7_5m,AVIRIS_r22,na,1605.77
rpaemg.005-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1608.07
rpaeop.006-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1608.46
asphalt_rd_n1_X1643_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451448,-119.79836,2011_07_11078,2143,7_5m,AVIRIS_r22,na,1609.38
rpaemg.003-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1614.62
rpaemg.019-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1632.15
rpaemg.004-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1639.93
rpaeop.009-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1640.02
rpaemg.020-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1640.79
asphalt_rd_n1_X1638_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451458,-119.79877,2011_07_11073,2143,7_5m,AVIRIS_r22,na,1643.39
rpaeop.003-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1665.1
rpaeof.006-,West_Fairview_Calle_Real,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,1675.37
asphalt_rd_n1_X1629_Y394,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451545,-119.7995,2011_07_11058,2143,7_5m,AVIRIS_r22,na,1677.56
asphalt_rd_n1_X1630_Y394,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451543,-119.79942,2011_07_11059,2143,7_5m,AVIRIS_r22,na,1684.68
rpaeop.002-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1689.53
rpaemg.014-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1694.99
rpaeop.008-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1715.99
rpaeop.005-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1726.61
rpaemg.018-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1729.62
rpaemg.002-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1738.08
rpaeop.004-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1739.64
rpaeop.001-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1771.77
rpaemg.010-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1773.47
asphalt_rd_n1_X1633_Y395,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451469,-119.79918,2011_07_11068,2143,7_5m,AVIRIS_r22,na,1778.49
asphalt_rd_n1_X1633_Y394,asphalt_rd_n1,polygon,impervious,paved,road,asphalt,cathedral_oaks,paved,ASPHALT_ROAD,34.451537,-119.79918,2011_07_11062,2143,7_5m,AVIRIS_r22,na,1781.24
rpaeop.007-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1802.88
rpaemg.017-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1813.9
rpaemg.009-,Butte_Alameda,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,1818.84
rpaeom.004-,Evergreen_Brandon,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.44,-119.8927,2001_05_29,20,field,asd,none,1847.22
rpaemg.016-,Cambridge_Berkely,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1865.61
rpaemg.001-,Berkeley_Fairview,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.446,-119.8319,2001_05_23,21,field,asd,dsc00717.jpg,1900.33
rpaeom.001-,Evergreen_Brandon,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.44,-119.8927,2001_05_29,20,field,asd,none,1954.77
rpaeom.002-,Evergreen_Brandon,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.44,-119.8927,2001_05_29,20,field,asd,none,1995.84
rpaeom.005-,Evergreen_Brandon,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.44,-119.8927,2001_05_29,20,field,asd,none,2032.19
rpaeom.003-,Evergreen_Brandon,polygon,impervious,paved,road,asphalt,old,paved,ASPHALT_ROAD,34.44,-119.8927,2001_05_29,20,field,asd,none,2221.91
rprkyg.004-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,502.1
asphalt_road_101_3_X2723_Y741,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.41773,-119.70984,2011_07_19,2130,7_5m,AVIRIS_r21,na,553.125
asphalt_road_surface_2_X2488_Y609,asphalt_road_surface_2,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.427158,-119.72864,2011_07_19,2130,7_5m,AVIRIS_r21,na,564.214
asphalt_road_101_4_X2549_Y229,asphalt_road_101_4,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.412355,-119.701,2011_07_19,2117,7_5m,AVIRIS_r20,na,580.134
asphalt_road_101_3_X2728_Y742,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.41765,-119.70936,2011_07_19,2130,7_5m,AVIRIS_r21,na,588.469
rprkum.008-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,590.888
asphalt_road_surface_2_X2477_Y607,asphalt_road_surface_2,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.427317,-119.72954,2011_07_19,2130,7_5m,AVIRIS_r21,na,596.379
asphalt_road_101_4_X2543_Y227,asphalt_road_101_4,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.412501,-119.7014,2011_07_19,2117,7_5m,AVIRIS_r20,na,601.862
rprkof.001-,Butte_Alameda,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,608.667
rprkof.002-,Butte_Alameda,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,608.759
rprkum.001-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,617.245
rprkyg.006-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,619.365
asphalt_road_101_3_X2727_Y740,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.417798,-119.70984,2011_07_19,2130,7_5m,AVIRIS_r21,na,625.129
rprkof.004-,Butte_Alameda,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,627.098
rprkyg.003-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,628.502
asphalt_road_101_3_X2440_Y152,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.417791,-119.7096,2011_07_19,2117,7_5m,AVIRIS_r20,na,628.54
rprkyg.008-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,631.423
asphalt_road_surface_2_X2488_Y608,asphalt_road_surface_2,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.427225,-119.72864,2011_07_19,2130,7_5m,AVIRIS_r21,na,634.397
asphalt_road_surface_2_X2489_Y608,asphalt_road_surface_2,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.427223,-119.72856,2011_07_19,2130,7_5m,AVIRIS_r21,na,637.165
asphalt_road_101_4_X2558_Y231,asphalt_road_101_4,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.412197,-119.70019,2011_07_19,2117,7_5m,AVIRIS_r20,na,637.299
asphalt_road_101_3_X2726_Y742,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.417654,-119.70952,2011_07_19,2130,7_5m,AVIRIS_r21,na,643.272
rprkum.002-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,18,field,asd,none,645.327
rprkyg.001-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,646.091
rprkyg.007-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,647.798
rprkyg.005-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,647.888
rprkyg.002-,Pembroke_Culdesac,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4483,-119.8191,2001_05_30,19,field,asd,none,652.512
rpakye.003-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,660.896
rprkum.007-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,662.781
asphalt_road_101_3_X2726_Y743,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.417589,-119.7096,2011_07_19,2130,7_5m,AVIRIS_r21,na,667.902
rprkum.003-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,678.553
rprkum.005-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,693.808
asphalt_road_101_4_X2559_Y230,asphalt_road_101_4,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.412265,-119.70019,2011_07_19,2117,7_5m,AVIRIS_r20,na,696.268
asphalt_road_101_4_X2547_Y228,asphalt_road_101_4,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.412426,-119.70116,2011_07_19,2117,7_5m,AVIRIS_r20,na,704.089
rprkof.003-,Butte_Alameda,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4357,-119.8801,2001_05_29,21,field,asd,none,717.569
asphalt_road_101_4_X2555_Y229,asphalt_road_101_4,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.412341,-119.70051,2011_07_19,2117,7_5m,AVIRIS_r20,na,718.54
rprkum.004-,West_Fairview_Calle_Real,polygon,impervious,paved,road,seal,new,paved,ASPHALT_ROAD,34.4401,-119.8327,2001_05_29,19,field,asd,none,725.919
rpakye.005-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,728.406
asphalt_road_surface_1_X2265_Y531,asphalt_road_surface_1,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.43291,-119.74661,2011_07_19,2130,7_5m,AVIRIS_r21,na,735.469
rpakye.002-,CathedralOaks_GlennAnnie,polygon,impervious,paved,road,asphalt,new,paved,ASPHALT_ROAD,34.4408,-119.8745,2001_05_29,19,field,asd,none,742.28
asphalt_road_101_3_X2441_Y155,asphalt_road_101_3,polygon,impervious,paved,road,asphalt,101,paved,ASPHALT_ROAD,34.417589,-119.7096,2011_07_19,2117,7_5m,AVIRIS_r20,na,757.732
